"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
restaurant_closed_ss,restaurant_closures_and_restrictions,,dropdown,"Are there policies requiring symptom screening of workers or restaurant patrons?		","1, Yes | 0, No | 9, Unknown",,,,,,"[restaurant_closed_status]=1 OR [restaurant_closed_status]=2",y,,,,,
restaurant_closed_t,restaurant_closures_and_restrictions,,text,"Date of policy change",,,date_dmy,2019-12-30,,,[restaurant_closed_status]<>9,y,,,,,
restaurant_closed_desc,restaurant_closures_and_restrictions,,notes,Details,,,,,,,,,,,,,
restaurant_closed_source,restaurant_closures_and_restrictions,,file,"Source document(s) ",,"Make a pdf from the source document(s) and upload here. If multiple documents create a .zip file and upload the zipped directory.",,,,,[restaurant_closed_status]<>9,y,,,,,
restaurant_closed_url,restaurant_closures_and_restrictions,,notes,url,,,,,,,[restaurant_closed_status]<>9,,,,,,
restaurant_reduced_up,restaurant_closures_and_restrictions,,dropdown,"Have there been changes to policy related to the maximum number of people allowed in a restaurant?","0, no | 1, yes",,,,,,,y,,,,,
restaurant_reduced_status,restaurant_closures_and_restrictions,,dropdown,"Are there policies in place that limit the number of patrons at a dining establishment (including spacing of tables, occupancy limits)?","0, no | 1, recommended | 2, required | 9, unknown",,,,,,[restaurant_reduced_up]=1,y,,,,,
restaurant_reduced_max,restaurant_closures_and_restrictions,,text,"Maximum number of people, density or % reduction mandated (specific units should be noted in details):",,,number,,,,"[restaurant_reduced_status]=1 OR [restaurant_reduced_status]=2",,,,,,
restaurant_reduced_pop,restaurant_closures_and_restrictions,,dropdown,"To which population does this policy apply?","1, entire population | 2, geographic subpopulation | 3, other subpopulation",,,,,,"[restaurant_reduced_up]=1 AND [restaurant_reduced_status]<>9",y,,,,,
restaurant_reduced_t,restaurant_closures_and_restrictions,,text,"Date of policy change",,,date_dmy,2019-12-30,,,"[restaurant_reduced_up]=1 AND [restaurant_reduced_status]<>9",y,,,,,
restaurant_reduced_desc,restaurant_closures_and_restrictions,,notes,Details,,,,,,,"[restaurant_reduced_up]=1 AND [restaurant_reduced_status] <> 9",,,,,,
restaurant_reduced_source,restaurant_closures_and_restrictions,,file,"Source document(s) ",,"Make a pdf from the source document(s) and upload here. If multiple documents create a .zip file and upload the zipped directory.",,,,,"[restaurant_reduced_up]=1 AND [restaurant_reduced_status] <> 9",y,,,,,
restaurant_reduced_url,restaurant_closures_and_restrictions,,notes,url,,,,,,,"[restaurant_reduced_up]=1 AND [restaurant_reduced_status] <> 9",,,,,,
store_closed_status,retail_store_closures,"Retail Store Closures",dropdown,"<div class=""rich-text-field-label""><p>Closing of non-essential stores? (E<em>ssential</em> stores typically include grocery stores, pharmacies, etc.)</p></div>","0, closed | 1, partially closed | 2, open | 9, unknown",,,,,,,y,,,,," @HIDECHOICE='9'"
store_closed_pop,retail_store_closures,,dropdown,"To which population does this policy apply?","1, entire population | 2, geographic subpopulation | 3, other subpopulation",,,,,,[store_closed_status]<>9,y,,,,,
store_closed_req,retail_store_closures,,dropdown,"Is any aspect of this policy mandatory (versus recommended)?","0, no | 1, yes | 9, unknown",,,,,,[store_closed_status]<>2,y,,,,,
store_closed_capacity,retail_store_closures,,dropdown,"Are there policies in place that limit the number of people at retail stores (including limited hours)?
","1, Yes | 0, No | 9, Unknown",,autocomplete,,,,[store_closed_status]=1,y,,,,,
store_closed_ss,retail_store_closures,,dropdown,"Are there policies in place requiring symptom screening at retail stores?
","1, Yes | 0, No | 9, Unknown",,autocomplete,,,,"[store_closed_status]=1 OR [store_closed_status]=2",y,,,,,
store_closed_t,retail_store_closures,,text,"Date of policy change",,,date_dmy,2019-12-30,,,[store_closed_status]<>9,y,,,,,
store_closed_desc,retail_store_closures,,notes,Details,,,,,,,[store_closed_status]<>9,,,,,,
store_closed_source,retail_store_closures,,file,"Source document(s) ",,"Make a pdf from the source document(s) and upload here. If multiple documents create a .zip file and upload the zipped directory.",,,,,[store_closed_status]<>9,y,,,,,
store_closed_url,retail_store_closures,,notes,url,,,,,,,[store_closed_status]<>9,,,,,,
public_transport_closed_status,public_transportation_closures,"Public Transportation Closures",dropdown,"Public transportation closures?","0, closed | 1, partially closed | 2, open | 9, unknown",,,,,,,y,,,,," @HIDECHOICE='9'"
public_transport_closed_pop,public_transportation_closures,,dropdown,"To which population does this policy apply?","1, entire population | 2, geographic subpopulation | 3, other subpopulation",,,,,,[public_transport_closed_status]=1,y,,,,,
public_transport_closed_req,public_transportation_closures,,dropdown,"Is any aspect of this policy mandatory (versus recommended)?","0, no | 1, yes | 9, unknown",,,,,,[public_transport_closed_status]<>2,y,,,,,
public_transport_closed_capacity,public_transportation_closures,,dropdown,"Are there policies in place that effectively limit the number of people using public transportation (this can include reduced hours, limits on number of people per vehicle, reductions in transport subsidies or increases in fares)?
","1, Yes | 0, No | 9, Unknown",,autocomplete,,,,[public_transport_closed_status]=1,y,,,,,
public_transport_closed_ss,public_transportation_closures,,dropdown,"Are there policies in place requiring symptom screening of passengers before/while using public transport?","1, Yes | 0, No | 9, Unknown",,,,,,"[public_transport_closed_status]=1 OR [public_transport_closed_status]=2",y,,,,,
public_transport_closed_t,public_transportation_closures,,text,"Date of policy change",,,date_dmy,2019-12-30,,,[public_transport_closed_status]<>9,y,,,,,
public_transport_closed_desc,public_transportation_closures,,notes,Details,,,,,,,[public_transport_closed_status]<>9,,,,,,
public_transport_closed_source,public_transportation_closures,,file,"Source document(s) ",,"Make a pdf from the source document(s) and upload here. If multiple documents create a .zip file and upload the zipped directory.",,,,,[public_transport_closed_status]<>9,y,,,,,
public_transport_closed_url,public_transportation_closures,,notes,url,,,,,,,[public_transport_closed_status]<>9,,,,,,
public_space_closed_status,public_space_closures,"Public Space Closures",dropdown,"Public space closures","0, closed | 1, partially closed | 2, open | 9, unknown",,,,,,,y,,,,," @HIDECHOICE='9'"
public_space_closed_pop,public_space_closures,,dropdown,"To which population does this policy apply?","1, entire population | 2, geographic subpopulation | 3, other subpopulation",,,,,,[public_transport_closed_status]<>9,y,,,,,
public_space_closed_req,public_space_closures,,dropdown,"Is any aspect of this policy mandatory (versus recommended)?","0, no | 1, yes | 9, unknown",,,,,,,y,,,,,
public_space_closed_capacity,public_space_closures,,dropdown,"Are there policies in place that limit the number of people in public spaces (this can include limited hours, restrictions on number of people)?
","1, Yes | 0, No | 9, Unknown",,autocomplete,,,,[public_space_closed_status]=1,y,,,,,
public_space_closed_t,public_space_closures,,text,"Date of policy change",,,date_dmy,2019-12-30,,,[public_transport_closed_status]<>9,y,,,,,
public_space_closed_desc,public_space_closures,,notes,Details,,,,,,,,,,,,,
public_space_closed_source,public_space_closures,,file,"Source document(s) ",,"Make a pdf from the source document(s) and upload here. If multiple documents create a .zip file and upload the zipped directory.",,,,,[public_transport_closed_status]<>9,y,,,,,
public_space_closed_url,public_space_closures,,notes,url,,,,,,,[public_transport_closed_status]<>9,,,,,,
social_group_limits_status,limiting_gatherings,"Limiting Gatherings",dropdown,"Limits on size of social gatherings","0, no | 1, recommended | 2, required | 9, unknown",,,,,,,y,,,,," @HIDECHOICE='9'"
social_group_limits_pop,limiting_gatherings,,dropdown,"To which population does this policy apply?","1, entire population | 2, geographic subpopulation | 3, other subpopulation",,,,,,[social_group_limits_status]<>9,y,,,,,
social_group_limits_size,limiting_gatherings,,text,"Gathering size limit (number)",,,integer,,,,"([social_group_limits_status]<>9 OR [social_group_limits_status]<>0)",,,,,,
social_group_limits_t,limiting_gatherings,,text,"Date of policy change",,,date_dmy,2019-12-30,,,[social_group_limits_status]<>9,y,,,,,
social_group_limits_desc,limiting_gatherings,,notes,Details,,,,,,,,,,,,,
social_group_limits_source,limiting_gatherings,,file,"Source document(s) ",,"Make a pdf from the source document(s) and upload here. If multiple documents create a .zip file and upload the zipped directory.",,,,,[social_group_limits_status]<>9,y,,,,,
social_group_limits_url,limiting_gatherings,,notes,url,,,,,,,[social_group_limits_status]<>9,,,,,,
contact_tracing_status,contact_tracing,"Contact Tracing",dropdown,"What is the policy on contact tracing the contacts of confirmed cases?","0, no contact tracing | 1, complete contact tracing | 2, partial contact tracing | 9, unknown",,,,,,,y,,,,," @HIDECHOICE='9'"
contact_tracing_t,contact_tracing,,text,"Date of policy change",,,date_dmy,2019-12-30,,,"[contact_tracing_status] <> 9",y,,,,,
contact_tracing_desc,contact_tracing,,notes,Details,,,,,,,"[contact_tracing_status] <> 9",,,,,,
contact_tracing_source,contact_tracing,,file,"Source document(s) ",,"Make a pdf from the source document(s) and upload here. If multiple documents create a .zip file and upload the zipped directory.",,,,,"[contact_tracing_status] <> 9",y,,,,,
contact_tracing_url,contact_tracing,,notes,url,,,,,,,"[contact_tracing_status] <> 9",,,,,,
testing_symp_status,testing_symptomatic_individuals,"Testing Symptomatic Individuals",dropdown,"Which symptomatic individuals are eligible for testing?","1, none | 2, some | 3, all | 9, unknown",,,,,,,y,,,,," @HIDECHOICE='9'"
testing_symp_elg,testing_symptomatic_individuals,,checkbox,"Check current eligibilty critieria for testing","1, age | 2, symptom severity | 3, comorbidity | 4, hospitalization | 5, travel history | 6, contact with case | 7, other potential exposure | 8, other","please provide exact criteria in details section below",,,,,[testing_symp_status]=2,y,,,,,
testing_symp_t,testing_symptomatic_individuals,,text,"Date of policy change",,,date_dmy,2019-12-30,,,[testing_symp_status]<>9,y,,,,,
testing_symp_desc,testing_symptomatic_individuals,,notes,Details,,,,,,,[testing_symp_status]<>9,,,,,,
testing_symp_source,testing_symptomatic_individuals,,file,"Source document(s) ",,"Make a pdf from the source document(s) and upload here. If multiple documents create a .zip file and upload the zipped directory.",,,,,[testing_symp_status]<>9,y,,,,,
testing_symp_url,testing_symptomatic_individuals,,notes,url,,,,,,,[testing_symp_status]<>9,,,,,,
testing_asymp_status,testing_asymptomatic_individuals,"Testing Asymptomatic Individuals",dropdown,"Which asymptomatic individuals are eligible for testing?","1, none | 2, some | 3, all | 9, unknown",,,,,,,y,,,,," @HIDECHOICE='9'"
testing_asymp_elg,testing_asymptomatic_individuals,,checkbox,"Check current eligibilty critieria for testing","1, age | 2, travel history | 3, comorbidities | 4, contact with case | 5, other potential exposure | 6, other","please provide exact criteria in details section below",,,,,[testing_asymp_status]=2,y,,,,,
testing_asymp_t,testing_asymptomatic_individuals,,text,"Date of policy change",,,date_dmy,2019-12-30,,,[testing_asymp_status]<>9,y,,,,,
testing_asymp_desc,testing_asymptomatic_individuals,,notes,Details,,,,,,,[testing_asymp_status]<>9,,,,,,
testing_asymp_source,testing_asymptomatic_individuals,,file,"Source document(s) ",,"Make a pdf from the source document(s) and upload here. If multiple documents create a .zip file and upload the zipped directory.",,,,,[testing_asymp_status]<>9,y,,,,,
testing_asymp_url,testing_asymptomatic_individuals,,notes,url,,,,,,,[testing_asymp_status]<>9,,,,,,
mask_status,universal_face_mask_policies,"Mandated Mask Use",dropdown,"What is the current policy recommending or requiring the use of face masks in non-symptomatic individuals?","1, none | 2, recommended | 3, required | 9, unknown",,,,,,,y,,,,," @HIDECHOICE='9'"
mask_pop,universal_face_mask_policies,,dropdown,"To which population does this policy apply?","1, entire population | 2, geographic subpopulation | 3, demographic subpopulation | 4, other subpopulation",,,,,,"[mask_status]=2 OR [mask_status]=3",y,,,,,
mask_t,universal_face_mask_policies,,text,"Date of policy change",,,date_dmy,2019-12-30,,,[mask_status]<>9,y,,,,,
mask_desc,universal_face_mask_policies,,notes,Details,,,,,,,,,,,,,
mask_source,universal_face_mask_policies,,file,"Source document(s) ",,"Make a pdf from the source document(s) and upload here. If multiple documents create a .zip file and upload the zipped directory.",,,,,[mask_status]<>9,y,,,,,
mask_url,universal_face_mask_policies,,notes,url,,,,,,,[mask_status]<>9,,,,,,
enforcement_deployed_status,military_and_police_deployment,"Military and Police Deployment",dropdown,"Deployment of military and/or police to enforce COVID-19 related rules/restrictions","0, no | 1, yes | 9, unknown",,,,,,,y,,,,," @HIDECHOICE='9'"
enforcement_deployed_t,military_and_police_deployment,,text,"Date of policy change",,,date_dmy,2019-12-30,,,[enforcement_deployed_status]<>9,y,,,,,
enforcement_deployed_desc,military_and_police_deployment,,notes,Details,,,,,,,,,,,,,
enforcement_deployed_source,military_and_police_deployment,,file,"Source document(s) ",,"Make a pdf from the source document(s) and upload here. If multiple documents create a .zip file and upload the zipped directory.",,,,,[enforcement_deployed_status]<>9,y,,,,,
