unique_id,record_id,update,entry_time,national_entry,country,country_name,admin1,admin1_name,locality,usa_county,intervention_group,intervention_name,date_of_update,status,status_simp,subpopulation,required,enforcement,size,duration,testing_population,details,url,source_document_url,entry_quality
1201_quar_travel,1201,Update,2020-04-14 17:08:48,Yes,CMR,Cameroon,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-03-15,recommended,Partially Implemented,NA,recommended,NA,NA,14,NA,Urges people from countries at risk and their respective families to take more responsibility to facilitate the response mechanism and protect the community. They are recommended to observe a quarantine of 14 days before activity and contact with anybody.,https://www.minsante.cm/site/?q=fr/content/communiqu%C3%A9-de-presse-relatif-au-4%C3%A8me-cas-de-covid19-au-cameroun,https://www.dropbox.com/s/n4euxo2qt8ubhyl/1201_quar_iso.pdf?dl=1,Verified
1203_gathering_size,1203,Update,2020-04-14 17:25:50,No,USA,United States of America,USA.40_1,Rhode Island,NA,NA,social_group_limits,Limiting size of gatherings,2020-04-07,required,Strongly Implemented,entire population,required,NA,5,NA,NA,"On Tuesday (April 7) governor Raimondo extended all current restrictions on social gatherings until May 8. Gatherings of more than 5 people remain prohibited, as do religious services and indoor dining at restaurants. ",https://www.providencejournal.com/news/20200328/ri-tightens-restrictions-after-2-virus-deaths,https://www.dropbox.com/s/axgdu9yogi9lktc/1203_social_group_limits.pdf?dl=1,Unverified
1205_nursery_school,1205,Update,2020-04-14 17:59:04,No,ESP,Spain,ESP.18_1,Regi'on de Murcia,NA,NA,school_closed,Nursery school closures,2020-03-12,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Activity is suspended in nursery schools, educational centers, universities and centers where special regime teaching is provided such as conservatories, language schools or adult education centers","http://www.carm.es/web/pagina?IDCONTENIDO=106887&IDTIPO=10&RASTRO=c$m122,70",https://www.dropbox.com/s/4yrx5egn4q1wyoc/1205_school_closed.pdf?dl=1,Verified
1205_primary_school,1205,Update,2020-04-14 17:59:04,No,ESP,Spain,ESP.18_1,Regi'on de Murcia,NA,NA,school_closed,Primary school closures,2020-03-12,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Activity is suspended in nursery schools, educational centers, universities and centers where special regime teaching is provided such as conservatories, language schools or adult education centers","http://www.carm.es/web/pagina?IDCONTENIDO=106887&IDTIPO=10&RASTRO=c$m122,70",https://www.dropbox.com/s/4yrx5egn4q1wyoc/1205_school_closed.pdf?dl=1,Verified
1205_sec_school,1205,Update,2020-04-14 17:59:04,No,ESP,Spain,ESP.18_1,Regi'on de Murcia,NA,NA,school_closed,Secondary school closures,2020-03-12,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Activity is suspended in nursery schools, educational centers, universities and centers where special regime teaching is provided such as conservatories, language schools or adult education centers","http://www.carm.es/web/pagina?IDCONTENIDO=106887&IDTIPO=10&RASTRO=c$m122,70",https://www.dropbox.com/s/4yrx5egn4q1wyoc/1205_school_closed.pdf?dl=1,Verified
1205_post_school,1205,Update,2020-04-14 17:59:04,No,ESP,Spain,ESP.18_1,Regi'on de Murcia,NA,NA,school_closed,Post-secondary school closures,2020-03-12,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Activity is suspended in nursery schools, educational centers, universities and centers where special regime teaching is provided such as conservatories, language schools or adult education centers","http://www.carm.es/web/pagina?IDCONTENIDO=106887&IDTIPO=10&RASTRO=c$m122,70",https://www.dropbox.com/s/4yrx5egn4q1wyoc/1205_school_closed.pdf?dl=1,Verified
1205_offices,1205,Update,2020-04-14 18:03:12,No,ESP,Spain,ESP.18_1,Regi'on de Murcia,NA,NA,office_closed,Office closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"The 25 offices of the Regional Employment and Training Service (SEF) have suspended inperson attention, temporarily and due to the situation caused by COVID19. ","https://translate.googleusercontent.com/translate_c?depth=1&rurl=translate.google.com.au&sl=auto&sp=nmt4&tl=en&u=http://www.carm.es/web/pagina%3FIDCONTENIDO%3D106958%26IDTIPO%3D10%26RASTRO%3Dc%24m122,70&usg=ALkJrhhbumpeH8tfp0AlUmoOcP6wFix3zg",https://www.dropbox.com/s/vkl1lantmmu11xu/1205_office_closed.pdf?dl=1,Verified
1205_entertainment,1205,Update,2020-04-14 17:37:04,No,ESP,Spain,ESP.18_1,Regi'on de Murcia,NA,NA,entertainment_closed,"Leisure, entertainment, and religious venue closures",2020-03-12,closed,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA," all senior leisure centers will close to reduce the impact of the virus on the most fragile and vulnerable population, and thus avoid possible infections and that these may lead to a more serious medical diagnosis","http://www.carm.es/web/pagina?IDCONTENIDO=106885&IDTIPO=10&RASTRO=c$m122,70",https://www.dropbox.com/s/dgq3q5ooqws6uh5/1205_entertainment_closed.pdf?dl=1,Verified
1205_retail,1205,Update,2020-04-14 18:17:37,No,ESP,Spain,ESP.18_1,Regi'on de Murcia,NA,NA,store_closed,Retail store closures (excluding essentials),2020-03-21,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"All shops will have to close on Sundays and holidays with the exception of convenience stores at gas stations, pharmacy, bakery, takeaway and press establishments, which will have to close their doors on Sundays and holidays at 2000. hours, with the recommendation that they finish their activity one hour earlier, that is, at 1900.","https://www.carm.es/web/pagina?IDCONTENIDO=106978&IDTIPO=10&RASTRO=c$m122,70",https://www.dropbox.com/s/s9znh4tffb0bwaf/1205_store_closed.pdf?dl=1,Verified
1205_gathering_size,1205,Update,2020-04-14 17:40:32,No,ESP,Spain,ESP.18_1,Regi'on de Murcia,NA,NA,social_group_limits,Limiting size of gatherings,2020-03-11,recommended,Partially Implemented,entire population,recommended,NA,50,NA,NA,"suspension of all those extraordinary public events that bring together more than 50 people, as explained by the president of the Community, Fernando L'opez Miras, who appeared at a press conference after the meeting of the Governing Council.","http://www.carm.es/web/pagina?IDCONTENIDO=106885&IDTIPO=10&RASTRO=c$m122,70",https://www.dropbox.com/s/nec7cia0rif9yz4/1205_social_group_limits.pdf?dl=1,Verified
1205_quar_suspect,1205,Update,2020-04-14 17:47:23,No,ESP,Spain,ESP.18_1,Regi'on de Murcia,NA,NA,quar_iso,Quarantine of contacts suspected (symptomatic) cases,2020-03-11,recommended,Partially Implemented,NA,recommended,NA,NA,NA,NA,"Anyone with symptoms of an acute respiratory infection, cough, fever, or lowgrade fever should stay at home and call 112. In addition, the regional government has enabled the phone 900121212 to answer questions","http://www.carm.es/web/pagina?IDCONTENIDO=106885&IDTIPO=10&RASTRO=c$m122,70",https://www.dropbox.com/s/r6dwgrzf3kcvkv2/1205_quar_iso.pdf?dl=1,Verified
1207_confinement,1207,Update,2020-04-14 18:53:52,No,USA,United States of America,USA.42_1,South Dakota,NA,NA,household_confined,Household confinement,2020-03-23,unrestricted,Implementation Suspended,NA,recommended,NA,NA,NA,NA,"Those particularly vulnerable to COVID19, including those over 60 or those suffering with respiratory or cardiac conditions should take extra precautions to stay at home if possible","https://covid.sd.gov/docs/2020-08.pdf
",https://www.dropbox.com/s/epmlgjzmso6eq8g/1207_household_confined.pdf?dl=1,Verified
1207_emergency,1207,Update,2020-04-14 18:59:48,No,USA,United States of America,USA.42_1,South Dakota,NA,NA,state_of_emergency,State of emergency,2020-03-13,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,https://covid.sd.gov/docs/2020-04.pdf,https://www.dropbox.com/s/cp64730vlfp2tzh/1207_state_of_emergency.pdf?dl=1,Verified
1208_longterm_care,1208,Update,2020-04-14 18:43:03,No,ESP,Spain,ESP.16_1,Pa'is Vasco,NA,NA,nursing_home_closed,Nursing home/long-term care closures,2020-03-14,closed,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,Close day centers for the elderly,http://www.euskadi.eus/bopv2/datos/2020/03/2001577e.pdf,https://www.dropbox.com/s/xnpu4rl534rn7fd/1208_nursing_home_closed.pdf?dl=1,Verified
1208_emergency,1208,Update,2020-04-14 18:54:15,No,ESP,Spain,ESP.16_1,Pa'is Vasco,NA,NA,state_of_emergency,State of emergency,2020-03-13,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,the Department of Health public health had to declare the emergency situation and activate the Basque Public Protection Plan (Labi),http://www.euskadi.eus/bopv2/datos/2020/03/2001637e.pdf,https://www.dropbox.com/s/obst6o3nwrc582x/1208_state_of_emergency.pdf?dl=1,Verified
1209_emergency,1209,Update,2020-04-14 19:18:23,No,ESP,Spain,ESP.12_1,Galicia,NA,NA,state_of_emergency,State of emergency,2020-03-13,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,Galicia activa o Plan de Emerxencias,https://coronavirus.sergas.gal/Contidos/Galicia-activa-o-Plan-de-Emerxencias,https://www.dropbox.com/s/ydxrcs366be6q04/1209_state_of_emergency.pdf?dl=1,Unverified
1212_offices,1212,Update,2020-04-14 19:28:42,No,ESP,Spain,ESP.12_1,Galicia,NA,NA,office_closed,Office closures,2020-03-15,closed,Strongly Implemented,other subpopulation,required,NA,NA,NA,NA,"work will be allowed remotely, noncontact work mode",https://coronavirus.sergas.gal/Contidos/Documents/121/Resolucion_Traballadores_Publicos.pdf,https://www.dropbox.com/s/1fb056fi9gffq8d/1212_office_closed.pdf?dl=1,Unverified
1213_border_in_air,1213,Update,2020-04-14 20:29:07,Yes,TCD,Chad,NA,NA,NA,NA,closed_border,Border closures for entering by air,2020-03-19,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Passenger flight suspension (starting in March 19 until April 25). ,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#C,https://www.dropbox.com/s/bciqprhp2f098pp/1213_closed_border.png?dl=1,Verified
1213_border_in_land,1213,Update,2020-04-14 20:29:07,Yes,TCD,Chad,NA,NA,NA,NA,closed_border,Border closures for entering by land,2020-04-09,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Closure of borders with CAR and Sudan.,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#C,https://www.dropbox.com/s/bciqprhp2f098pp/1213_closed_border.png?dl=1,Verified
1213_offices,1213,Update,2020-04-14 20:34:20,Yes,TCD,Chad,NA,NA,NA,NA,office_closed,Office closures,2020-04-09,partially closed,Partially Implemented,entire population,unknown,NA,NA,NA,NA,Shortened banking working hours.,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#C,https://www.dropbox.com/s/xxbq0os0kn6nv72/1213_office_closed.png?dl=1,Verified
1213_entertainment,1213,Update,2020-04-14 20:37:39,Yes,TCD,Chad,NA,NA,NA,NA,entertainment_closed,"Leisure, entertainment, and religious venue closures",2020-04-09,closed,Strongly Implemented,entire population,unknown,NA,NA,NA,NA,Closure of worship places. ,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#C,https://www.dropbox.com/s/ai56en3imjwtupz/1213_entertainment_closed.png?dl=1,Verified
1213_retail,1213,Update,2020-04-14 20:33:09,Yes,TCD,Chad,NA,NA,NA,NA,store_closed,Retail store closures (excluding essentials),2020-04-09,closed,Strongly Implemented,entire population,unknown,NA,NA,NA,NA,Closure of shops and stores (excluding basic goods). ,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#C,https://www.dropbox.com/s/8mbobl1ka4oyn7g/1213_store_closed.png?dl=1,Verified
1213_gathering_size,1213,Update,2020-04-14 20:35:23,Yes,TCD,Chad,NA,NA,NA,NA,social_group_limits,Limiting size of gatherings,2020-04-09,required,Strongly Implemented,entire population,required,NA,50,NA,NA,Cancellation of events and gatherings of more than 50 people. ,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#C,https://www.dropbox.com/s/x0d3ulsef38yhju/1213_social_group_limits.png?dl=1,Verified
1213_contact_tracing,1213,Update,2020-04-14 20:41:48,Yes,TCD,Chad,NA,NA,NA,NA,contact_tracing,Contact tracing,2020-03-20,complete contact tracing,Strongly Implemented,NA,NA,NA,NA,NA,NA,"The Chadian whose test is positive for Covid19 left Moundou on March 20, 2020 at 12 p.m. with the STTL agency and arrived in NDjamena at 10 p.m.The Minister of Public Health asks all passengers who have traveled on this bus, registered 15 B 0031 A, to come urgently to Farcha hospital for testing and followup. It is in everyones interest.",https://sante-tchad.org/communique-officiel-du-ministere-de-la-sante-publique/,https://www.dropbox.com/s/bjl2pqjm2kc15f9/1213_contact_tracing.png?dl=1,Verified
1213_masks,1213,Update,2020-04-14 20:45:20,Yes,TCD,Chad,NA,NA,NA,NA,mask,Universal facemask policies,2020-04-14,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,"In the context of strengthening security and health measures, the Government of the Republic of Chad informs the population that from this day April 14, 2020, the wearing of a general public or alternative mask (turban, veil and others) is compulsory.Anyone caught without a mask will be severely punished.",https://sante-tchad.org/communique-du-gouvernement-4/,https://www.dropbox.com/s/l20sos5gore4yqt/1213_mask.png?dl=1,Verified
1213_quar_travel,1213,Update,2020-04-14 20:31:36,Yes,TCD,Chad,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-04-09,required,Strongly Implemented,NA,required,NA,NA,NA,NA,Quarantine for nationals returning from high risk countries.,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#C,https://www.dropbox.com/s/h3mzi1o50d5esg9/1213_quar_iso.png?dl=1,Verified
1214_quar_travel,1214,Update,2020-04-14 20:26:34,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-01-23,recommended,Partially Implemented,NA,recommended,NA,NA,14,NA,Asymptomatic travelers from Wuhan are advised to selfquarantine at home and should wear masks when making necessary trips outside of the residence. Asymptomatic travelers from other parts of Mainland China are also advised to avoid mass gathering or using public transportation and should wear masks whenever necessary.,NA,https://www.dropbox.com/s/dmu5w81rhy024m4/1214_quar_iso.pdf?dl=1,Verified
1214_quar_confirm,1214,Update,2020-04-14 20:26:34,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of contacts confirmed cases,2020-01-23,recommended,Partially Implemented,NA,recommended,NA,NA,14,NA,Asymptomatic travelers from Wuhan are advised to selfquarantine at home and should wear masks when making necessary trips outside of the residence. Asymptomatic travelers from other parts of Mainland China are also advised to avoid mass gathering or using public transportation and should wear masks whenever necessary.,NA,https://www.dropbox.com/s/dmu5w81rhy024m4/1214_quar_iso.pdf?dl=1,Verified
1216_quar_confirm,1216,Update,2020-04-14 20:32:15,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of contacts confirmed cases,2020-01-26,required,Strongly Implemented,NA,required,NA,NA,14,NA,Individuals who are notified by the central health authorities as being contacts of a confirmed case are required to selfquarantine at home for 14 days. Violations will be reenforced by the police and the local administration.,NA,https://www.dropbox.com/s/xscbmdm36xwxeuu/1216_quar_iso.pdf?dl=1,Verified
1217_quar_travel,1217,Update,2020-04-14 20:42:37,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-02-01,required,Strongly Implemented,NA,required,NA,NA,14,NA,"Asymptomatic travelers from Guangdong, China are required to selfquarantine at home for 14 days. ",NA,https://www.dropbox.com/s/h9no03rm06zqvl5/1217_quar_iso.pdf?dl=1,Verified
1217_iso_suspect,1217,Update,2020-04-14 20:42:37,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Home isolation of suspected (symptomatic) cases,2020-02-01,required,Strongly Implemented,NA,required,NA,NA,NA,NA,"Symptomatic travelers are required to selfisolate at home before the testing result is reported. When the testing shows negative, symptom monitoring for 14 days are required; when the testing shows positive, mandatory isolation at home or in a hospital, depending on the severity of symptoms, is required. ",NA,https://www.dropbox.com/s/h9no03rm06zqvl5/1217_quar_iso.pdf?dl=1,Verified
1218_quar_travel,1218,Update,2020-04-14 20:46:01,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-02-02,required,Strongly Implemented,NA,required,NA,NA,14,NA,"Travelers entering via one of the three sea ports and those with a recent travel history to Guangdong, China are required to selfquarantine for 14 days.",NA,https://www.dropbox.com/s/s3fayoobrvufxux/1218_quar_iso.pdf?dl=1,Verified
1219_quar_travel,1219,Update,2020-04-14 20:50:11,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-02-10,required,Strongly Implemented,NA,required,NA,NA,14,NA,"All travelers who made connecting flights in China, Hong Kong, or Macau before entering Taiwan are required to selfquarantine at home for 14 days. ",NA,https://www.dropbox.com/s/pyeuqwmr2ia8878/1219_quar_iso.pdf?dl=1,Verified
1220_limit_mvt,1220,Update,2020-04-14 21:48:05,Yes,LSO,Lesotho,NA,NA,NA,NA,limited_mvt,Limiting movement within borders,2020-03-27,fully restricted,Strongly Implemented,NA,NA,NA,NA,NA,NA,Members of the public and government should refrain from travel outside and into Lesotho,https://www.gov.ls/wp-content/uploads/2020/03/Lockdown-Gazette-Lesotho.pdf,https://www.dropbox.com/s/13u6tuuupeubyha/1220_limited_mvt.pdf?dl=1,Verified
1220_confinement,1220,Update,2020-04-14 21:53:55,Yes,LSO,Lesotho,NA,NA,NA,NA,household_confined,Household confinement,2020-03-30,fully restricted,Strongly Implemented,entire population,required,Yes,NA,NA,NA,3272020 State of emergency was called and residents shall not be allowed to leave their places of residence except in extreme circumstances.  3302020 Army and police were made visible to enforce lockdown ,"https://www.gov.ls/wp-content/uploads/2020/03/Lockdown-Gazette-Lesotho.pdf

https://www.gov.ls/wp-content/uploads/2020/03/LOCKDOWN-OBSERVATION-PRESS-RELEASE.pdf",https://www.dropbox.com/s/dv9v4ylpzj5qg34/1220_household_confined.pdf?dl=1,Verified
1220_entertainment,1220,Update,2020-04-14 21:58:07,Yes,LSO,Lesotho,NA,NA,NA,NA,entertainment_closed,"Leisure, entertainment, and religious venue closures",2020-03-27,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,Liquor business and restaurants to close ,https://www.gov.ls/wp-content/uploads/2020/03/Lockdown-Gazette-Lesotho.pdf,https://www.dropbox.com/s/1t6lkquh2ehfynn/1220_entertainment_closed.pdf?dl=1,Verified
1220_retail,1220,Update,2020-04-14 22:02:10,Yes,LSO,Lesotho,NA,NA,NA,NA,store_closed,Retail store closures (excluding essentials),2020-03-18,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/nb606sp9yy2fksv/1220_store_closed.pdf?dl=1,Verified
1220_gathering_size,1220,Update,2020-04-14 22:04:19,Yes,LSO,Lesotho,NA,NA,NA,NA,social_group_limits,Limiting size of gatherings,2020-03-18,required,Strongly Implemented,entire population,required,NA,0,NA,NA,Gatherings are prohibited except for funerals in which only 50 people are permitted ,NA,https://www.dropbox.com/s/jo8gz6zvqd0bttk/1220_social_group_limits.pdf?dl=1,Verified
1220_testing_symp,1220,Update,2020-04-14 22:20:45,Yes,LSO,Lesotho,NA,NA,NA,NA,testing_symp,Testing of symptomatic individuals,2020-04-04,some,Partially Implemented,NA,NA,NA,NA,NA,other,On 4/4/2020 government reports 3 suspected cases of COVID had tested negative.  One of these 3 cases is deceased.  These cases were reported to be symptomatic.  As of 4/4/2020 there were no confirmed cases in the country. ,NA,https://www.dropbox.com/s/gkuxwyotx15qa90/1220_testing_symp.pdf?dl=1,Verified
1220_enforcement,1220,Update,2020-04-14 22:05:41,Yes,LSO,Lesotho,NA,NA,NA,NA,enforcement_deployed,Military and police deployment,2020-03-19,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/gompqg2i4k359r5/1220_enforcement_deployed.pdf?dl=1,Verified
1220_emergency,1220,Update,2020-04-14 22:06:10,Yes,LSO,Lesotho,NA,NA,NA,NA,state_of_emergency,State of emergency,2020-03-18,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dropbox.com/s/ee0g3u6rv6tviap/1220_state_of_emergency.pdf?dl=1,Verified
1220_restaurant_closed,1220,Update,2020-04-14 22:00:12,Yes,LSO,Lesotho,NA,NA,NA,NA,restaurant_closed,Restaurant closures (excluding takeout/delivery),2020-03-27,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,all restaurants and liquor business should to close  ,https://www.gov.ls/wp-content/uploads/2020/03/Lockdown-Gazette-Lesotho.pdf,https://www.dropbox.com/s/anmljpaffat47r6/1220_restaurant_closed.pdf?dl=1,Verified
1221_border_in_air,1221,Update,2020-04-14 20:59:41,Yes,TCD,Chad,NA,NA,NA,NA,closed_border,Border closures for entering by air,2020-04-09,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,"The suspension of flights of passengers from abroad to Chad which ends on April 10, 2020 is extended until April 25, 2020.It is understood that this suspension does not concern cargo flights.",https://sante-tchad.org/communique-du-gouvernement/,https://www.dropbox.com/s/g1oku9knwyf6lgb/1221_closed_border.png?dl=1,Verified
1221_nursery_school,1221,Update,2020-04-14 21:02:22,Yes,TCD,Chad,NA,NA,NA,NA,school_closed,Nursery school closures,2020-04-09,closed,Strongly Implemented,entire population,unknown,NA,NA,NA,NA,Closure of worship places as well as schools and universities.,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#C,https://www.dropbox.com/s/xe28jl8zqevy5sr/1221_school_closed.png?dl=1,Verified
1221_primary_school,1221,Update,2020-04-14 21:02:22,Yes,TCD,Chad,NA,NA,NA,NA,school_closed,Primary school closures,2020-04-09,closed,Strongly Implemented,entire population,unknown,NA,NA,NA,NA,Closure of worship places as well as schools and universities.,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#C,https://www.dropbox.com/s/xe28jl8zqevy5sr/1221_school_closed.png?dl=1,Verified
1221_sec_school,1221,Update,2020-04-14 21:02:22,Yes,TCD,Chad,NA,NA,NA,NA,school_closed,Secondary school closures,2020-04-09,closed,Strongly Implemented,entire population,unknown,NA,NA,NA,NA,Closure of worship places as well as schools and universities.,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#C,https://www.dropbox.com/s/xe28jl8zqevy5sr/1221_school_closed.png?dl=1,Verified
1221_post_school,1221,Update,2020-04-14 21:02:22,Yes,TCD,Chad,NA,NA,NA,NA,school_closed,Post-secondary school closures,2020-04-09,closed,Strongly Implemented,entire population,unknown,NA,NA,NA,NA,Closure of worship places as well as schools and universities.,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#C,https://www.dropbox.com/s/xe28jl8zqevy5sr/1221_school_closed.png?dl=1,Verified
1222_confinement,1222,Update,2020-04-14 21:09:06,No,TCD,Chad,TCD.12_1,Logone Oriental,NA,NA,household_confined,Household confinement,2020-04-09,partially restricted,Partially Implemented,entire population,required,NA,NA,NA,NA,"This comes in addition to the establishment of hygiene regulations in all public places and the introduction of a curfew from 07 PM to 06 AM in the main provinces (Logone Oriental, Logone Occidental, Mayokebbi East and West plus the city of NDjamena, as of April 2, for two weeks subject to renewing).",https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#C,https://www.dropbox.com/s/j994njuqab3m69f/1222_household_confined.png?dl=1,Verified
1223_confinement,1223,Update,2020-04-14 21:11:16,No,TCD,Chad,TCD.11_1,Logone Occidental,NA,NA,household_confined,Household confinement,2020-04-02,partially restricted,Partially Implemented,entire population,required,NA,NA,NA,NA,"This comes in addition to the establishment of hygiene regulations in all public places and the introduction of a curfew from 07 PM to 06 AM in the main provinces (Logone Oriental, Logone Occidental, Mayokebbi East and West plus the city of NDjamena, as of April 2, for two weeks subject to renewing).",https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#C,https://www.dropbox.com/s/2v1cqgnykqtwq9y/1223_household_confined.png?dl=1,Verified
1224_confinement,1224,Update,2020-04-14 21:12:50,No,TCD,Chad,TCD.14_1,Mayo-Kebbi Est,NA,NA,household_confined,Household confinement,2020-04-02,partially restricted,Partially Implemented,entire population,required,NA,NA,NA,NA,"This comes in addition to the establishment of hygiene regulations in all public places and the introduction of a curfew from 07 PM to 06 AM in the main provinces (Logone Oriental, Logone Occidental, Mayokebbi East and West plus the city of NDjamena, as of April 2, for two weeks subject to renewing).",https://is.gd/covid_interventions,https://www.dropbox.com/s/5vazdn2a5v97ylj/1224_household_confined.png?dl=1,Verified
1225_confinement,1225,Update,2020-04-14 21:14:31,No,TCD,Chad,TCD.15_1,Mayo-Kebbi Ouest,NA,NA,household_confined,Household confinement,2020-04-02,partially restricted,Partially Implemented,entire population,required,NA,NA,NA,NA,"This comes in addition to the establishment of hygiene regulations in all public places and the introduction of a curfew from 07 PM to 06 AM in the main provinces (Logone Oriental, Logone Occidental, Mayokebbi East and West plus the city of NDjamena, as of April 2, for two weeks subject to renewing).",https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#C,https://www.dropbox.com/s/qvflypq7356z4ku/1225_household_confined.png?dl=1,Verified
1226_confinement,1226,Update,2020-04-14 21:15:52,No,TCD,Chad,TCD.22_1,Ville de N'Djamena,NA,NA,household_confined,Household confinement,2020-04-02,partially restricted,Partially Implemented,entire population,required,NA,NA,NA,NA,"This comes in addition to the establishment of hygiene regulations in all public places and the introduction of a curfew from 07 PM to 06 AM in the main provinces (Logone Oriental, Logone Occidental, Mayokebbi East and West plus the city of NDjamena, as of April 2, for two weeks subject to renewing).",https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#C,https://www.dropbox.com/s/nwybd279qhwi5cl/1226_household_confined.png?dl=1,Verified
1227_quar_travel,1227,Update,2020-04-14 21:26:55,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-02-25,required,Strongly Implemented,NA,required,NA,NA,14,NA,Foreign travelers from Korea are required to selfquarantine for 14 days upon arrival in Taiwan.,NA,https://www.dropbox.com/s/06zqrac4xunoj46/1227_quar_iso.pdf?dl=1,Verified
1228_quar_travel,1228,Update,2020-04-14 21:28:35,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-02-27,required,Strongly Implemented,NA,required,NA,NA,14,NA,Citizens of Taiwan traveling from Korea are required to selfquarantine for 14 days upon arrival in Taiwan.,NA,https://www.dropbox.com/s/c6brz6w39n3f0oj/1228_quar_iso.pdf?dl=1,Verified
1229_quar_travel,1229,Update,2020-04-14 21:35:43,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-02-28,required,Strongly Implemented,NA,required,NA,NA,14,NA,"Travelers with a recent travel history to Italy, excluding those in transit only, are required to selfquarantine for 14 days upon arrival in Taiwan.",NA,https://www.dropbox.com/s/h9pge1h9unkhnvl/1229_quar_iso.pdf?dl=1,Verified
1230_quar_travel,1230,Update,2020-04-14 21:37:45,Yes,TWN,Taiwan,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-03-02,required,Strongly Implemented,NA,required,NA,NA,14,NA,"Travelers with a recent travel history to Iran, excluding those making connecting flights only, are required to selfquarantine for 14 days upon entry to Taiwan.",NA,https://www.dropbox.com/s/1jqtnyhruxw6vdv/1230_quar_iso.pdf?dl=1,Verified
1231_border_in_air,1231,Update,2020-04-16 19:20:13,Yes,GAB,Gabon,NA,NA,NA,NA,closed_border,Border closures for entering by air,2020-03-07,partially closed,Partially Implemented,geographic subpopulation,NA,NA,NA,NA,NA,Restriction of travel to or from countries revealed to be at high risk of contamination (does not say which countries).,http://www.gouvernement.ga/object.getObject.do?id=3669,https://www.dropbox.com/s/qwo9lezow85jo2t/1231_closed_border.pdf?dl=1,Verified
